Date;Region/City;Region/City-Eng;Region_ID;Day-Confirmed;Day-Deaths;Day-Recovered;Confirmed;Deaths;Recovered
18/04/2020;Республика Хакасия;Republic of Khakassia;1900;80;0;0;460;0;30
18/04/2020;Республика Чувашия;Chuvash Republic;2100;270;0;40;1640;10;60
18/04/2020;Ростовская область;Rostov Oblast;6100;290;0;20;1970;0;120
18/04/2020;Рязанская область;Ryazan Oblast;6200;410;0;50;2250;0;90
18/04/2020;Самарская область;Samara Oblast;6300;10;0;10;640;0;150
18/04/2020;Санкт-Петербург;Saint Petersburg (city);7800;1390;10;1010;16460;80;2320
18/04/2020;Саратовская область;Saratov Oblast;6400;110;0;0;980;0;130
18/04/2020;Свердловская область;Sverdlovsk Oblast;6600;110;10;20;1260;10;490
18/04/2020;Смоленская область;Smolensk Oblast;6700;130;0;0;1520;20;10
18/04/2020;Ставропольский край;Smolensk Oblast;2600;540;0;50;2090;20;240
18/04/2020;Тамбовская область;Tambov Oblast;6800;320;0;0;1650;0;80
18/04/2020;Тверская область;Tver Oblast;6900;490;0;0;2370;0;90
18/04/2020;Томская область;Tomsk Oblast;7000;30;0;0;240;0;40
18/04/2020;Тульская область;Tula Oblast;7100;300;0;10;2290;0;250
18/04/2020;Тюменская область;Tyumen Oblast;7200;390;0;0;1850;20;100
18/04/2020;Удмуртская Республика;Udmurt Republic;1800;40;0;0;620;30;60
18/04/2020;Ульяновская область;Ulyanovsk Oblast;7300;190;0;0;1570;20;20
18/04/2020;Хабаровский край;Khabarovsk Krai;2700;380;10;20;1470;40;120
18/04/2020;Ханты-Мансийский АО;Khanty-Mansi Autonomous Okrug;8600;330;0;40;1610;0;190
18/04/2020;Челябинская область;Chelyabinsk Oblast;7400;70;0;40;710;0;330
18/04/2020;Чеченская Республика;Chechen Republic;9500;600;0;0;1750;50;150
18/04/2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;8900;50;0;20;1060;10;70
18/04/2020;Ярославская область;Yaroslavl Oblast;7600;240;0;50;1050;0;120
19/04/2020;Алтайский край;Altai Krai;2200;90;0;0;720;0;40
19/04/2020;Амурская область;Amur Oblast;2800;20;0;0;160;0;40
19/04/2020;Архангельская область;Arkhangelsk Oblast;2900;680;0;0;1070;0;110
19/04/2020;Астраханская область;Astrakhan Oblast;3000;240;0;20;1230;30;90
19/04/2020;Белгородская область;Belgorod Oblast;3100;90;0;20;900;20;110
19/04/2020;Брянская область;Bryansk Oblast;3200;230;0;10;2790;10;300
19/04/2020;Владимирская область;Vladimir Oblast;3300;270;0;0;2250;50;110
19/04/2020;Волгоградская область;Volgograd Oblast;3400;140;0;0;930;10;230
19/04/2020;Вологодская область;Vologda Oblast;3500;70;0;0;930;0;130
19/04/2020;Воронежская область;Voronezh Oblast;3600;260;0;40;1560;50;280
19/04/2020;Еврейская автономная область;Jewish Autonomous Oblast;7900;10;0;0;200;0;40
19/04/2020;Забайкальский край;Zabaykalsky Krai;7500;90;0;0;480;0;40
19/04/2020;Ивановская область;Ivanovo Oblast;3700;190;0;0;1830;10;120
19/04/2020;Иркутская область;Irkutsk Oblast;3800;130;0;20;680;20;120
19/04/2020;Кабардино-Балкарская Республика;Kabardino-Balkar Republic;700;220;0;0;1360;0;80
19/04/2020;Калининградская область;Kaliningrad Oblast;3900;110;0;0;1260;10;300
19/04/2020;Калужская область;Kaluga Oblast;4000;370;0;0;1880;20;90
19/04/2020;Камчатский край;Kamchatka Krai;4100;50;0;0;340;0;30
19/04/2020;Карачаево-Черкесская Республика;Karachay-Cherkess Republic;900;170;0;0;670;0;10
19/04/2020;Кировская область;Kirov Oblast;4300;390;0;10;1500;20;140
19/04/2020;Костромская область;Kostroma Oblast;4400;130;0;0;660;20;70
19/04/2020;Краснодарский край;Krasnodar Krai;2300;480;10;50;3830;50;540
19/04/2020;Красноярский край;Krasnoyarsk Krai;2400;240;0;0;3000;0;170
19/04/2020;Курская область;Kursk Oblast;4600;260;0;0;1960;20;80
19/04/2020;Ленинградская область;Leningrad Oblast;4700;290;0;0;4170;0;90
19/04/2020;Липецкая область;Lipetsk Oblast;4800;200;10;100;1490;10;480
19/04/2020;Магаданская область;Magadan Oblast;4900;30;0;0;650;0;10
19/04/2020;Москва;Moscow (city);7700;35700;280;840;243240;1760;17630
19/04/2020;Московская область;Moscow Oblast;5000;7090;90;360;46630;490;1620
19/04/2020;Мурманская область;Murmansk Oblast;5100;330;10;10;3540;30;280
19/04/2020;Нижегородская область;Nizhny Novgorod Oblast;5200;1290;0;50;6460;40;260
19/04/2020;Новгородская область;Novgorod Oblast;5300;180;0;0;980;10;40
19/04/2020;Новосибирская область;Novosibirsk Oblast;5400;220;10;0;1080;30;160
19/04/2020;Омская область;Omsk Oblast;5500;20;0;10;330;0;140
19/04/2020;Оренбургская область;Orenburg Oblast;5600;440;0;10;1840;20;160
19/04/2020;Орловская область;Oryol Oblast;5700;130;0;30;1320;10;100
19/04/2020;Пензенская область;Penza Oblast;5800;0;30;0;1400;50;40
19/04/2020;Пермский край;Perm Krai;5900;280;0;60;1980;30;270
19/04/2020;Приморский край;Primorsky Krai;2500;130;0;0;800;20;40
19/04/2020;Псковская область;Pskov Oblast;6000;20;0;0;440;60;80
19/04/2020;Республика Адыгея;Republic of Adygea;100;70;0;0;910;20;150
19/04/2020;Республика Башкортостан;Republic of Bashkortostan;200;0;20;0;2520;100;140
19/04/2020;Республика Бурятия;Republic of Buryatia;300;80;0;110;1200;20;370
19/04/2020;Республика Дагестан;Republic of Dagestan;500;350;0;0;2920;90;280
19/04/2020;Республика Ингушетия;Republic of Ingushetia;600;420;10;0;2690;50;220
19/04/2020;Республика Калмыкия;Republic of Kalmykia;800;70;0;0;740;30;90
19/04/2020;Республика Карелия;Republic of Karelia;1000;40;0;0;190;0;0
19/04/2020;Республика Коми;Komi Republic;1100;70;0;40;4810;30;100
19/04/2020;Республика Крым;Republic of Crimea;8200;20;0;10;450;0;220
19/04/2020;Республика Марий Эл;Mari El Republic;1200;430;0;0;2620;10;240
19/04/2020;Республика Мордовия;Republic of Mordovia;1300;600;0;0;2580;10;50
19/04/2020;Республика Саха (Якутия);Sakha Republic (Yakutia);1400;410;0;0;880;0;160
19/04/2020;Республика Северная Осетия - Алания;Republic of North Ossetia–Alania;1500;260;0;20;1200;20;70
19/04/2020;Республика Татарстан;Republic of Tatarstan;1600;310;0;0;1910;0;250
19/04/2020;Республика Тыва;Tuva Republic;1700;40;0;0;130;0;0
19/04/2020;Республика Хакасия;Republic of Khakassia;1900;220;0;0;680;0;30
19/04/2020;Республика Чувашия;Chuvash Republic;2100;290;0;30;1930;10;90
19/04/2020;Ростовская область;Rostov Oblast;6100;350;0;10;2320;0;130
19/04/2020;Рязанская область;Ryazan Oblast;6200;420;0;0;2670;0;90
19/04/2020;Самарская область;Samara Oblast;6300;150;0;0;790;0;150
19/04/2020;Санкт-Петербург;Saint Petersburg (city);7800;1140;0;70;17600;80;2390
19/04/2020;Саратовская область;Saratov Oblast;6400;160;0;0;1140;0;130
19/04/2020;Сахалинская область;Sakhalin Oblast;6500;0;0;20;190;0;80
19/04/2020;Свердловская область;Sverdlovsk Oblast;6600;150;0;0;1410;10;490
19/04/2020;Севастополь;Sevastopol (city);9200;10;0;0;130;0;40
19/04/2020;Смоленская область;Smolensk Oblast;6700;210;0;30;1730;20;40
19/04/2020;Ставропольский край;Smolensk Oblast;2600;230;10;20;2320;30;260
19/04/2020;Тамбовская область;Tambov Oblast;6800;220;0;0;1870;0;80
19/04/2020;Тверская область;Tver Oblast;6900;330;0;30;2700;0;120
19/04/2020;Томская область;Tomsk Oblast;7000;50;0;0;290;0;40
19/04/2020;Тульская область;Tula Oblast;7100;580;0;140;2870;0;390
19/04/2020;Тюменская область;Tyumen Oblast;7200;420;0;100;2270;20;200
19/04/2020;Удмуртская Республика;Udmurt Republic;1800;300;0;10;920;30;70
19/04/2020;Ульяновская область;Ulyanovsk Oblast;7300;110;0;10;1680;20;30
19/04/2020;Хабаровский край;Khabarovsk Krai;2700;380;0;0;1850;40;120
19/04/2020;Ханты-Мансийский АО;Khanty-Mansi Autonomous Okrug;8600;140;0;10;1750;0;200
19/04/2020;Челябинская область;Chelyabinsk Oblast;7400;120;0;20;830;0;350
19/04/2020;Чеченская Республика;Chechen Republic;9500;440;0;40;2190;50;190
19/04/2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;8900;100;0;0;1160;10;70
19/04/2020;Ярославская область;Yaroslavl Oblast;7600;120;0;0;1170;0;120
20/04/2020;Алтайский край;Altai Krai;2200;120;0;0;840;0;40
20/04/2020;Амурская область;Amur Oblast;2800;40;0;0;200;0;40
20/04/2020;Архангельская область;Arkhangelsk Oblast;2900;70;10;0;1140;10;110
20/04/2020;Астраханская область;Astrakhan Oblast;3000;130;0;0;1360;30;90
20/04/2020;Белгородская область;Belgorod Oblast;3100;220;0;0;1120;20;110
20/04/2020;Брянская область;Bryansk Oblast;3200;420;0;0;3210;10;300
20/04/2020;Владимирская область;Vladimir Oblast;3300;340;0;0;2590;50;110
20/04/2020;Волгоградская область;Volgograd Oblast;3400;180;0;20;1110;10;250
20/04/2020;Вологодская область;Vologda Oblast;3500;70;0;0;1000;0;130
20/04/2020;Воронежская область;Voronezh Oblast;3600;240;0;0;1800;50;280
20/04/2020;Еврейская автономная область;Jewish Autonomous Oblast;7900;20;0;0;220;0;40
20/04/2020;Ивановская область;Ivanovo Oblast;3700;200;10;0;2030;20;120
20/04/2020;Иркутская область;Irkutsk Oblast;3800;70;10;10;750;30;130
20/04/2020;Кабардино-Балкарская Республика;Kabardino-Balkar Republic;700;160;0;0;1520;0;80
20/04/2020;Калининградская область;Kaliningrad Oblast;3900;120;0;50;1380;10;350
20/04/2020;Калужская область;Kaluga Oblast;4000;700;30;0;2580;50;90
20/04/2020;Камчатский край;Kamchatka Krai;4100;140;0;10;480;0;40
20/04/2020;Карачаево-Черкесская Республика;Karachay-Cherkess Republic;900;200;0;0;870;0;10
20/04/2020;Кемеровская область;Kemerovo Oblast;4200;60;0;0;410;10;60
20/04/2020;Кировская область;Kirov Oblast;4300;190;0;0;1690;20;140
20/04/2020;Костромская область;Kostroma Oblast;4400;40;0;0;700;20;70
20/04/2020;Краснодарский край;Krasnodar Krai;2300;340;30;50;4170;80;590
20/04/2020;Красноярский край;Krasnoyarsk Krai;2400;60;20;0;3060;20;170
20/04/2020;Курская область;Kursk Oblast;4600;240;0;30;2200;20;110
20/04/2020;Ленинградская область;Leningrad Oblast;4700;370;0;0;4540;0;90
20/04/2020;Липецкая область;Lipetsk Oblast;4800;200;0;120;1690;10;600
20/04/2020;Москва;Moscow (city);7700;20260;280;750;263500;2040;18380
20/04/2020;Московская область;Moscow Oblast;5000;5780;0;140;52410;490;1760
20/04/2020;Мурманская область;Murmansk Oblast;5100;460;0;0;4000;30;280
20/04/2020;Нижегородская область;Nizhny Novgorod Oblast;5200;1130;10;0;7590;50;260
20/04/2020;Новгородская область;Novgorod Oblast;5300;100;0;0;1080;10;40
20/04/2020;Новосибирская область;Novosibirsk Oblast;5400;240;0;0;1320;30;160
20/04/2020;Омская область;Omsk Oblast;5500;30;0;20;360;0;160
20/04/2020;Орловская область;Oryol Oblast;5700;430;0;0;1750;10;100
20/04/2020;Пензенская область;Penza Oblast;5800;250;0;0;1650;50;40
20/04/2020;Пермский край;Perm Krai;5900;170;0;30;2150;30;300
20/04/2020;Приморский край;Primorsky Krai;2500;170;0;0;970;20;40
20/04/2020;Псковская область;Pskov Oblast;6000;80;0;10;520;60;90
20/04/2020;Республика Адыгея;Republic of Adygea;100;90;0;10;1000;20;160
20/04/2020;Республика Алтай;Altai Republic;400;20;0;0;40;0;0
20/04/2020;Республика Башкортостан;Republic of Bashkortostan;200;450;40;0;2970;140;140
20/04/2020;Республика Бурятия;Republic of Buryatia;300;50;0;10;1250;20;380
20/04/2020;Республика Дагестан;Republic of Dagestan;500;390;0;0;3310;90;280
20/04/2020;Республика Ингушетия;Republic of Ingushetia;600;390;0;0;3080;50;220
20/04/2020;Республика Калмыкия;Republic of Kalmykia;800;30;0;0;770;30;90
20/04/2020;Республика Карелия;Republic of Karelia;1000;80;0;0;270;0;0
20/04/2020;Республика Коми;Komi Republic;1100;100;0;110;4910;30;210
20/04/2020;Республика Марий Эл;Mari El Republic;1200;290;0;0;2910;10;240
20/04/2020;Республика Мордовия;Republic of Mordovia;1300;350;0;0;2930;10;50
20/04/2020;Республика Саха (Якутия);Sakha Republic (Yakutia);1400;190;0;0;1070;0;160
20/04/2020;Республика Северная Осетия - Алания;Republic of North Ossetia–Alania;1500;250;0;10;1450;20;80
20/04/2020;Республика Татарстан;Republic of Tatarstan;1600;390;0;0;2300;0;250
20/04/2020;Республика Хакасия;Republic of Khakassia;1900;80;0;0;760;0;30
20/04/2020;Республика Чувашия;Chuvash Republic;2100;320;10;0;2250;20;90
20/04/2020;Ростовская область;Rostov Oblast;6100;600;0;0;2920;0;130
20/04/2020;Рязанская область;Ryazan Oblast;6200;220;0;0;2890;0;90
20/04/2020;Самарская область;Samara Oblast;6300;160;0;0;950;0;150
20/04/2020;Санкт-Петербург;Saint Petersburg (city);7800;860;0;20;18460;80;2410
20/04/2020;Саратовская область;Saratov Oblast;6400;280;0;0;1420;0;130
20/04/2020;Свердловская область;Sverdlovsk Oblast;6600;80;0;30;1490;10;520
20/04/2020;Севастополь;Sevastopol (city);9200;50;0;10;180;0;50
20/04/2020;Смоленская область;Smolensk Oblast;6700;160;0;0;1890;20;40
20/04/2020;Ставропольский край;Smolensk Oblast;2600;120;0;0;2440;30;260
20/04/2020;Тамбовская область;Tambov Oblast;6800;220;0;0;2090;0;80
20/04/2020;Тверская область;Tver Oblast;6900;260;0;0;2960;0;120
20/04/2020;Томская область;Tomsk Oblast;7000;40;0;0;330;0;40
20/04/2020;Тульская область;Tula Oblast;7100;220;0;20;3090;0;410
20/04/2020;Тюменская область;Tyumen Oblast;7200;270;0;0;2540;20;200
20/04/2020;Удмуртская Республика;Udmurt Republic;1800;450;0;0;1370;30;70
20/04/2020;Ульяновская область;Ulyanovsk Oblast;7300;190;0;0;1870;20;30
20/04/2020;Хабаровский край;Khabarovsk Krai;2700;300;10;40;2150;50;160
20/04/2020;Ханты-Мансийский АО;Khanty-Mansi Autonomous Okrug;8600;130;0;10;1880;0;210
20/04/2020;Челябинская область;Chelyabinsk Oblast;7400;140;0;0;970;0;350
20/04/2020;Чеченская Республика;Chechen Republic;9500;450;0;0;2640;50;190
20/04/2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;8900;240;0;0;1400;10;70
20/04/2020;Ярославская область;Yaroslavl Oblast;7600;270;0;0;1440;0;120
21/04/2020;Алтайский край;Altai Krai;2200;430;0;50;1270;0;90
21/04/2020;Архангельская область;Arkhangelsk Oblast;2900;40;0;40;1180;10;150
21/04/2020;Астраханская область;Astrakhan Oblast;3000;10;0;0;1370;30;90
21/04/2020;Белгородская область;Belgorod Oblast;3100;100;0;0;1220;20;110
21/04/2020;Брянская область;Bryansk Oblast;3200;290;0;280;3500;10;580
21/04/2020;Владимирская область;Vladimir Oblast;3300;210;0;0;2800;50;110
21/04/2020;Волгоградская область;Volgograd Oblast;3400;230;0;0;1340;10;250
21/04/2020;Вологодская область;Vologda Oblast;3500;70;0;0;1070;0;130
21/04/2020;Воронежская область;Voronezh Oblast;3600;310;10;20;2110;60;300
21/04/2020;Еврейская автономная область;Jewish Autonomous Oblast;7900;210;0;0;430;0;40
21/04/2020;Забайкальский край;Zabaykalsky Krai;7500;20;0;0;500;0;40
21/04/2020;Ивановская область;Ivanovo Oblast;3700;100;0;0;2130;20;120
21/04/2020;Кабардино-Балкарская Республика;Kabardino-Balkar Republic;700;180;10;0;1700;10;80
21/04/2020;Калининградская область;Kaliningrad Oblast;3900;60;0;60;1440;10;410
21/04/2020;Калужская область;Kaluga Oblast;4000;720;30;0;3300;80;90
21/04/2020;Карачаево-Черкесская Республика;Karachay-Cherkess Republic;900;190;0;0;1060;0;10
21/04/2020;Кемеровская область;Kemerovo Oblast;4200;60;0;50;470;10;110
21/04/2020;Кировская область;Kirov Oblast;4300;190;0;0;1880;20;140
21/04/2020;Костромская область;Kostroma Oblast;4400;110;0;0;810;20;70
21/04/2020;Краснодарский край;Krasnodar Krai;2300;440;0;110;4610;80;700
21/04/2020;Красноярский край;Krasnoyarsk Krai;2400;640;0;0;3700;20;170
21/04/2020;Курганская область;Kurgan Oblast;4500;20;0;0;150;0;30
21/04/2020;Курская область;Kursk Oblast;4600;220;10;0;2420;30;110
21/04/2020;Ленинградская область;Leningrad Oblast;4700;420;0;0;4960;0;90
21/04/2020;Липецкая область;Lipetsk Oblast;4800;200;10;0;1890;20;600
21/04/2020;Москва;Moscow (city);7700;30830;290;2190;294330;2330;20570
21/04/2020;Московская область;Moscow Oblast;5000;7180;0;30;59590;490;1790
21/04/2020;Мурманская область;Murmansk Oblast;5100;350;0;40;4350;30;320
21/04/2020;Нижегородская область;Nizhny Novgorod Oblast;5200;1010;0;20;8600;50;280
21/04/2020;Новгородская область;Novgorod Oblast;5300;60;0;0;1140;10;40
21/04/2020;Новосибирская область;Novosibirsk Oblast;5400;30;10;0;1350;40;160
21/04/2020;Омская область;Omsk Oblast;5500;50;0;0;410;0;160
21/04/2020;Оренбургская область;Orenburg Oblast;5600;420;0;40;2260;20;200
21/04/2020;Орловская область;Oryol Oblast;5700;230;0;0;1980;10;100
21/04/2020;Пензенская область;Penza Oblast;5800;150;0;20;1800;50;60
21/04/2020;Пермский край;Perm Krai;5900;220;0;0;2370;30;300
21/04/2020;Приморский край;Primorsky Krai;2500;70;0;30;1040;20;70
21/04/2020;Псковская область;Pskov Oblast;6000;60;0;0;580;60;90
21/04/2020;Республика Адыгея;Republic of Adygea;100;80;0;50;1080;20;210
21/04/2020;Республика Алтай;Altai Republic;400;40;0;0;80;0;0
21/04/2020;Республика Башкортостан;Republic of Bashkortostan;200;740;0;60;3710;140;200
21/04/2020;Республика Дагестан;Republic of Dagestan;500;400;20;150;3710;110;430
21/04/2020;Республика Ингушетия;Republic of Ingushetia;600;460;40;80;3540;90;300
21/04/2020;Республика Карелия;Republic of Karelia;1000;30;0;0;300;0;0
21/04/2020;Республика Коми;Komi Republic;1100;160;10;0;5070;40;210
21/04/2020;Республика Крым;Republic of Crimea;8200;10;0;0;460;0;220
21/04/2020;Республика Марий Эл;Mari El Republic;1200;200;0;220;3110;10;460
21/04/2020;Республика Мордовия;Republic of Mordovia;1300;340;0;50;3270;10;100
21/04/2020;Республика Саха (Якутия);Sakha Republic (Yakutia);1400;40;0;0;1110;0;160
21/04/2020;Республика Северная Осетия - Алания;Republic of North Ossetia–Alania;1500;320;0;0;1770;20;80
21/04/2020;Республика Татарстан;Republic of Tatarstan;1600;500;0;50;2800;0;300
21/04/2020;Республика Хакасия;Republic of Khakassia;1900;80;0;10;840;0;40
21/04/2020;Республика Чувашия;Chuvash Republic;2100;100;30;0;2350;50;90
21/04/2020;Ростовская область;Rostov Oblast;6100;540;0;0;3460;0;130
21/04/2020;Рязанская область;Ryazan Oblast;6200;270;0;0;3160;0;90
21/04/2020;Самарская область;Samara Oblast;6300;80;0;0;1030;0;150
21/04/2020;Санкт-Петербург;Saint Petersburg (city);7800;1270;30;390;19730;110;2800
21/04/2020;Саратовская область;Saratov Oblast;6400;260;0;0;1680;0;130
21/04/2020;Свердловская область;Sverdlovsk Oblast;6600;840;0;30;2330;10;550
21/04/2020;Смоленская область;Smolensk Oblast;6700;190;0;0;2080;20;40
21/04/2020;Ставропольский край;Smolensk Oblast;2600;220;10;10;2660;40;270
21/04/2020;Тамбовская область;Tambov Oblast;6800;130;0;60;2220;0;140
21/04/2020;Тверская область;Tver Oblast;6900;330;0;30;3290;0;150
21/04/2020;Томская область;Tomsk Oblast;7000;40;0;0;370;0;40
21/04/2020;Тульская область;Tula Oblast;7100;750;10;50;3840;10;460
21/04/2020;Тюменская область;Tyumen Oblast;7200;360;0;80;2900;20;280
21/04/2020;Хабаровский край;Khabarovsk Krai;2700;280;0;0;2430;50;160
21/04/2020;Ханты-Мансийский АО;Khanty-Mansi Autonomous Okrug;8600;90;0;10;1970;0;220
21/04/2020;Челябинская область;Chelyabinsk Oblast;7400;100;0;30;1070;0;380
21/04/2020;Чеченская Республика;Chechen Republic;9500;390;0;0;3030;50;190
21/04/2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;8900;60;0;0;1460;10;70
21/04/2020;Ярославская область;Yaroslavl Oblast;7600;430;0;0;1870;0;120
22/04/2020;Алтайский край;Altai Krai;2200;90;0;0;1360;0;90
22/04/2020;Амурская область;Amur Oblast;2800;30;0;0;230;0;40
22/04/2020;Архангельская область;Arkhangelsk Oblast;2900;20;0;30;1200;10;180
22/04/2020;Астраханская область;Astrakhan Oblast;3000;110;0;40;1480;30;130
22/04/2020;Белгородская область;Belgorod Oblast;3100;220;0;10;1440;20;120
22/04/2020;Брянская область;Bryansk Oblast;3200;490;0;40;3990;10;620
22/04/2020;Владимирская область;Vladimir Oblast;3300;130;0;0;2930;50;110
22/04/2020;Волгоградская область;Volgograd Oblast;3400;110;10;50;1450;20;300
22/04/2020;Вологодская область;Vologda Oblast;3500;70;0;100;1140;0;230
22/04/2020;Воронежская область;Voronezh Oblast;3600;250;10;0;2360;70;300
22/04/2020;Еврейская автономная область;Jewish Autonomous Oblast;7900;90;0;20;520;0;60
22/04/2020;Забайкальский край;Zabaykalsky Krai;7500;110;0;10;610;0;50
22/04/2020;Ивановская область;Ivanovo Oblast;3700;120;0;0;2250;20;120
22/04/2020;Кабардино-Балкарская Республика;Kabardino-Balkar Republic;700;230;0;30;1930;10;110
22/04/2020;Калининградская область;Kaliningrad Oblast;3900;190;0;10;1630;10;420
22/04/2020;Камчатский край;Kamchatka Krai;4100;150;0;0;630;0;40
22/04/2020;Карачаево-Черкесская Республика;Karachay-Cherkess Republic;900;390;0;0;1450;0;10
22/04/2020;Кемеровская область;Kemerovo Oblast;4200;90;0;0;560;10;110
22/04/2020;Кировская область;Kirov Oblast;4300;280;10;40;2160;30;180
22/04/2020;Костромская область;Kostroma Oblast;4400;70;0;0;880;20;70
22/04/2020;Краснодарский край;Krasnodar Krai;2300;200;30;20;4810;110;720
22/04/2020;Красноярский край;Krasnoyarsk Krai;2400;220;0;110;3920;20;280
22/04/2020;Курганская область;Kurgan Oblast;4500;50;0;0;200;0;30
22/04/2020;Курская область;Kursk Oblast;4600;340;0;150;2760;30;260
22/04/2020;Ленинградская область;Leningrad Oblast;4700;410;0;150;5370;0;240
22/04/2020;Липецкая область;Lipetsk Oblast;4800;240;0;20;2130;20;620
22/04/2020;Магаданская область;Magadan Oblast;4900;20;0;0;670;0;10
22/04/2020;Москва;Moscow (city);7700;25480;280;2100;319810;2610;22670
22/04/2020;Московская область;Moscow Oblast;5000;6310;70;70;65900;560;1860
22/04/2020;Мурманская область;Murmansk Oblast;5100;710;0;240;5060;30;560
22/04/2020;Нижегородская область;Nizhny Novgorod Oblast;5200;690;10;210;9290;60;490
22/04/2020;Новгородская область;Novgorod Oblast;5300;260;10;0;1400;20;40
22/04/2020;Новосибирская область;Novosibirsk Oblast;5400;160;0;40;1510;40;200
22/04/2020;Омская область;Omsk Oblast;5500;40;0;10;450;0;170
22/04/2020;Оренбургская область;Orenburg Oblast;5600;280;0;120;2540;20;320
22/04/2020;Орловская область;Oryol Oblast;5700;400;10;0;2380;20;100
22/04/2020;Пензенская область;Penza Oblast;5800;160;0;0;1960;50;60
22/04/2020;Пермский край;Perm Krai;5900;290;0;70;2660;30;370
22/04/2020;Приморский край;Primorsky Krai;2500;620;0;40;1660;20;110
22/04/2020;Псковская область;Pskov Oblast;6000;40;0;0;620;60;90
22/04/2020;Республика Адыгея;Republic of Adygea;100;50;10;50;1130;30;260
22/04/2020;Республика Башкортостан;Republic of Bashkortostan;200;250;0;140;3960;140;340
22/04/2020;Республика Бурятия;Republic of Buryatia;300;280;0;110;1530;20;490
22/04/2020;Республика Дагестан;Republic of Dagestan;500;460;0;0;4170;110;430
22/04/2020;Республика Ингушетия;Republic of Ingushetia;600;430;30;80;3970;120;380
22/04/2020;Республика Калмыкия;Republic of Kalmykia;800;110;0;30;880;30;120
22/04/2020;Республика Коми;Komi Republic;1100;200;0;0;5270;40;210
22/04/2020;Республика Крым;Republic of Crimea;8200;0;0;10;460;0;230
22/04/2020;Республика Марий Эл;Mari El Republic;1200;220;0;0;3330;10;460
22/04/2020;Республика Мордовия;Republic of Mordovia;1300;300;0;10;3570;10;110
22/04/2020;Республика Саха (Якутия);Sakha Republic (Yakutia);1400;50;0;0;1160;0;160
22/04/2020;Республика Северная Осетия - Алания;Republic of North Ossetia–Alania;1500;340;0;0;2110;20;80
22/04/2020;Республика Татарстан;Republic of Tatarstan;1600;750;0;30;3550;0;330
22/04/2020;Республика Хакасия;Republic of Khakassia;1900;30;0;0;870;0;40
22/04/2020;Республика Чувашия;Chuvash Republic;2100;270;0;50;2620;50;140
22/04/2020;Ростовская область;Rostov Oblast;6100;520;0;20;3980;0;150
22/04/2020;Рязанская область;Ryazan Oblast;6200;760;0;60;3920;0;150
22/04/2020;Самарская область;Samara Oblast;6300;120;0;0;1150;0;150
22/04/2020;Санкт-Петербург;Saint Petersburg (city);7800;2940;30;470;22670;140;3270
22/04/2020;Саратовская область;Saratov Oblast;6400;220;0;60;1900;0;190
22/04/2020;Свердловская область;Sverdlovsk Oblast;6600;100;0;50;2430;10;600
22/04/2020;Севастополь;Sevastopol (city);9200;10;0;0;190;0;50
22/04/2020;Смоленская область;Smolensk Oblast;6700;360;0;0;2440;20;40
22/04/2020;Ставропольский край;Smolensk Oblast;2600;110;10;100;2770;50;370
22/04/2020;Тамбовская область;Tambov Oblast;6800;180;0;0;2400;0;140
22/04/2020;Тверская область;Tver Oblast;6900;270;0;0;3560;0;150
22/04/2020;Томская область;Tomsk Oblast;7000;60;0;0;430;0;40
22/04/2020;Тульская область;Tula Oblast;7100;520;10;30;4360;20;490
22/04/2020;Тюменская область;Tyumen Oblast;7200;290;0;0;3190;20;280
22/04/2020;Удмуртская Республика;Udmurt Republic;1800;160;0;10;1530;30;80
22/04/2020;Ульяновская область;Ulyanovsk Oblast;7300;90;0;20;1960;20;50
22/04/2020;Хабаровский край;Khabarovsk Krai;2700;290;0;20;2720;50;180
22/04/2020;Ханты-Мансийский АО;Khanty-Mansi Autonomous Okrug;8600;60;10;70;2030;10;290
22/04/2020;Чеченская Республика;Chechen Republic;9500;200;10;0;3230;60;190
22/04/2020;Чукотский автономный округ;Chukotka Autonomous Okrug;8700;40;0;0;60;0;0
22/04/2020;Ямало-Ненецкий АО;Yamalo-Nenets Autonomous Okrug;8900;30;0;150;1490;10;220
22/04/2020;Ярославская область;Yaroslavl Oblast;7600;110;0;50;1980;0;170
23/04/2020;Алтайский край;Altai Krai;2200;80;0;40;1440;0;130
23/04/2020;Амурская область;Amur Oblast;2800;20;0;10;250;0;50
23/04/2020;Архангельская область;Arkhangelsk Oblast;2900;30;0;0;1230;10;180
23/04/2020;Астраханская область;Astrakhan Oblast;3000;170;0;120;1650;30;250
23/04/2020;Белгородская область;Belgorod Oblast;3100;320;0;10;1760;20;130
23/04/2020;Брянская область;Bryansk Oblast;3200;600;10;60;4590;20;680
23/04/2020;Владимирская область;Vladimir Oblast;3300;460;0;0;3390;50;110
23/04/2020;Волгоградская область;Volgograd Oblast;3400;200;0;10;1650;20;310
23/04/2020;Вологодская область;Vologda Oblast;3500;60;0;0;1200;0;230
23/04/2020;Воронежская область;Voronezh Oblast;3600;250;0;0;2610;70;300
23/04/2020;Еврейская автономная область;Jewish Autonomous Oblast;7900;140;0;0;660;0;60
